,62800,62900,63100,64100,64200,64300,64400,64500,64600,64700,70900,71000,71001,71600,71700,71800,72000,72200,72300,72400,72500,72600,72700,72800,72900,73300,73400,73500
0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1.14628709511,0.995430191085,0.95451992461,0.970467168147,1.18769089403,1.29841628576,1.29841628576,1.29841628576,1.29841628576,1.29193653877,0.95451992461,0.995430191085,0.995430191085,0.879355419035,0.970467168147,0.983840650492,0.903767886519,1.14628709511,1.14628709511,0.983840650492,1.25077271974,1.29841628576,1.29841628576,1.29841628576,1.08308282738,1.14628709511,1.14628709511,1.14628709511
2,1.77258403039,1.50412729584,1.42880670468,1.42051500249,1.89080902519,2.08672268996,2.08672268996,2.08672268996,2.08672268996,2.08074265373,1.42880670468,1.50412729584,1.50412729584,1.24371275773,1.42051500249,1.45419230071,1.3084308395,1.77258403039,1.77258403039,1.45419230071,1.97396888337,2.08672268996,2.08672268996,2.08672268996,1.67998773064,1.77258403039,1.77258403039,1.77258403039
3,2.31346546024,1.98160454559,1.88601528503,1.82125079869,2.51641719747,2.75354510777,2.75354510777,2.75354510777,2.75354510777,2.75275903015,1.88601528503,1.98160454559,1.98160454559,1.57597030216,1.82125079869,1.87682518344,1.68883762117,2.31346546024,2.31346546024,1.87682518344,2.58243074157,2.75354510777,2.75354510777,2.75354510777,2.22597719658,2.31346546024,2.31346546024,2.31346546024
4,2.78232832254,2.42039769772,2.31611359989,2.17739491835,3.06603457752,3.32262648807,3.32262648807,3.32262648807,3.32262648807,3.32809902622,2.31611359989,2.42039769772,2.42039769772,1.87727447857,2.17739491835,2.25421369106,2.04087540991,2.78232832254,2.78232832254,2.25421369106,3.10162329399,3.32262648807,3.32262648807,3.32262648807,2.71632982292,2.78232832254,2.78232832254,2.78232832254
5,3.19722030101,2.82346126125,2.71842446445,2.49774824687,3.55528922925,3.82157339305,3.82157339305,3.82157339305,3.82157339305,3.83321067482,2.71842446445,2.82346126125,2.82346126125,2.15225450935,2.49774824687,2.59453249703,2.36653942119,3.19722030101,3.19722030101,2.59453249703,3.55718567423,3.82157339305,3.82157339305,3.82157339305,3.1592086268,3.19722030101,3.19722030101,3.19722030101
6,3.57130558245,3.19570950433,3.09511655699,2.78967420706,3.9975690399,4.26899245692,4.26899245692,4.26899245692,4.26899245692,4.28640732951,3.09511655699,3.19570950433,3.19570950433,2.40539452311,2.78967420706,2.90507584151,2.66911366618,3.57130558245,3.57130558245,2.90507584151,3.96605292245,4.26899245692,4.26899245692,4.26899245692,3.56334210577,3.57130558245,3.57130558245,3.57130558245
7,3.91366787605,3.54178689644,3.44898889957,3.05872059713,4.40273956679,4.67710387329,4.67710387329,4.67710387329,4.67710387329,4.69986716835,3.44898889957,3.54178689644,3.54178689644,2.64037847205,3.05872059713,3.19149056337,2.95178617155,3.91366787605,3.91366787605,3.19149056337,4.3392876244,4.67710387329,4.67710387329,4.67710387329,3.93585396174,3.91366787605,3.91366787605,3.91366787605
8,4.23067769183,3.86560709013,3.78274559285,3.30902099051,4.77796780894,5.0542016267,5.0542016267,5.0542016267,5.0542016267,5.08191333227,3.78274559285,3.86560709013,3.86560709013,2.86011978173,3.30902099051,3.45804815967,3.21731306183,4.23067769183,4.23067769183,3.45804815967,4.68438710142,5.0542016267,5.0542016267,5.0542016267,4.28225607635,4.23067769183,4.23067769183,4.23067769183
